"","whiteRatio","name_img","sizeRatio"
"1",0.177002312381753,"img-1.png",1.71052631578947
"2",0.428571428571429,"img-10.png",11
"3",0.316190476190476,"img-100.png",5.75
"4",0.285714285714286,"img-1000.png",18
"5",0.282924107142857,"img-1001.png",54
"6",0.309770114942529,"img-1002.png",56
"7",0.519704433497537,"img-1003.png",6.75
"8",0.402836879432624,"img-1004.png",2.8125
"9",0.275530839231547,"img-1005.png",2
"10",0.264550264550265,"img-1006.png",1.79166666666667
"11",0.297872340425532,"img-1007.png",2.04545454545455
"12",0.288819875776398,"img-1008.png",2.31578947368421
"13",0.295031055900621,"img-1009.png",2.0952380952381
"14",0.358024691358025,"img-101.png",12.5
"15",0.306349206349206,"img-1010.png",3.07142857142857
"16",0.297360248447205,"img-1011.png",3.38461538461538
"17",0.313658201784489,"img-1012.png",3.46153846153846
"18",0.294927536231884,"img-1013.png",2.58823529411765
"19",0.312285518188058,"img-1014.png",3
"20",0.404558404558405,"img-1015.png",1.47058823529412
"21",0.416296296296296,"img-1016.png",1.31578947368421
"22",0.277294685990338,"img-1017.png",6.28571428571429
"23",0.375420875420875,"img-1018.png",4.16666666666667
"24",0.439935064935065,"img-1019.png",5.2
"25",0.419642857142857,"img-102.png",3.75
"26",0.329545454545455,"img-1020.png",5
"27",0.307939053728949,"img-1021.png",2.05
"28",0.291304347826087,"img-1022.png",5.25
"29",0.310416666666667,"img-1023.png",3.14285714285714
"30",0.354761904761905,"img-1024.png",3.11111111111111
"31",0.342657342657343,"img-1025.png",0.375
"32",0.331168831168831,"img-1026.png",4.5
"33",0.329059829059829,"img-1027.png",3.2
"34",0.414529914529915,"img-1028.png",4
"35",0.4,"img-1029.png",8
"36",0.547916666666667,"img-103.png",7
"37",0.4,"img-1030.png",18
"38",0.22866344605475,"img-1031.png",12.5
"39",0.372781065088757,"img-1032.png",6
"40",0.470779220779221,"img-1033.png",26
"41",0.461111111111111,"img-1034.png",18
"42",0.322674418604651,"img-1035.png",4.55555555555556
"43",0.359090909090909,"img-1036.png",4.66666666666667
"44",0.441176470588235,"img-1037.png",1
"45",0.275177304964539,"img-1038.png",15
"46",0.364102564102564,"img-1039.png",2
"47",0.339539007092199,"img-104.png",5
"48",0.407692307692308,"img-1040.png",2.4
"49",0.37037037037037,"img-1041.png",2.08333333333333
"50",0.349537037037037,"img-1042.png",2.77777777777778
"51",0.426190476190476,"img-1043.png",4.33333333333333
"52",0.390572390572391,"img-1044.png",12.5
"53",0.415584415584416,"img-1045.png",0.714285714285714
"54",0.343297101449275,"img-1046.png",5.5
"55",0.329777777777778,"img-1047.png",4.3
"56",0.365581395348837,"img-1048.png",4.1
"57",0.352888888888889,"img-1049.png",7.16666666666667
"58",0.333333333333333,"img-105.png",6.42857142857143
"59",0.317028985507246,"img-1050.png",7.33333333333333
"60",0.363636363636364,"img-1051.png",0.529411764705882
"61",0.298076923076923,"img-1052.png",Inf
"62",0.376190476190476,"img-1053.png",1.5
"63",0.430769230769231,"img-1054.png",3.25
"64",0.374358974358974,"img-1055.png",2.6
"65",0.33125,"img-1056.png",9
"66",0.343304843304843,"img-1057.png",1.41176470588235
"67",0.402504472271914,"img-1058.png",20.5
"68",0.434704830053667,"img-1059.png",13.6666666666667
"69",0.359042553191489,"img-106.png",6.42857142857143
"70",0.341836734693878,"img-1060.png",5.2
